11	400	
214	377	
109	365	
53	53	
219	469	
94	707	
111	227	
402	783	
665	691	
260	369	
756	756	
214	232	
180	424	
39	471	
223	266	
411	660	
75	259	
493	1008	
246	296	
228	355	
156	192	
85	230	
66	66	
51	298	
446	446	
696	949	
34	548	
143	506	
180	206	
271	305	
513	513	
85	87	
104	416	
359	600	
143	363	
56	323	
114	713	
813	819	
579	913	
122	204	
14	508	
217	240	
74	299	
181	597	
19	422	
38	454	
113	263	
277	662	
773	881	
151	189	
207	469	
27	115	
557	986	
762	924	
740	740	
31	667	
127	290	
37	54	
292	373	
95	256	
169	390	
353	353	
66	518	
13	13	
224	498	
459	637	
207	235	
173	455	
545	732	
70	81	
89	712	
456	709	
273	497	
3	152	
296	942	
116	311	
245	469	
407	874	
672	729	
892	892	
417	750	
455	926	
295	709	
103	104	
124	889	
378	601	
508	536	
384	384	
116	469	
206	339	
262	417	
45	47	
85	1026	
482	651	
340	541	
36	310	
148	328	
85	1011	
229	291	
49	133	
68	231	
103	334	
91	270	
55	491	
43	419	
116	235	
617	842	
101	377	
72	113	
237	617	
272	627	
487	636	
239	239	
96	343	
521	652	
6	196	
617	987	
85	725	
284	574	
33	378	
876	876	
147	494	
510	566	
422	660	
208	256	
372	563	
10	26	
85	582	
410	784	
816	975	
15	303	
492	712	
20	215	
220	639	
21	378	
149	437	
9	322	
47	766	
229	231	
158	317	
454	660	
290	365	
553	797	
185	385	
310	616	
846	846	
116	687	
461	468	
191	191	
321	321	
88	628	
394	415	
15	461	
146	364	
240	415	
256	468	
185	498	
60	746	
21	604	
42	429	
8	277	
6	256	
9	60	
132	303	
360	776	
638	639	
52	70	
255	601	
420	738	
293	380	
39	328	
60	601	
5	72	
132	190	
152	532	
332	470	
85	250	
13	621	
32	506	
51	262	
714	714	
215	523	
604	682	
660	756	
75	444	
113	193	
22	645	
860	860	
756	797	
80	278	
118	370	
317	471	
66	217	
69	662	
485	769	
14	41	
17	507	
146	161	
436	507	
511	769	
170	299	
886	887	
89	409	
490	524	
624	802	
37	89	
58	840	
38	482	
131	156	
166	311	
274	381	
26	490	
277	682	
294	888	
355	378	
493	647	
212	465	
51	85	
251	445	
127	198	
202	235	
238	677	
464	802	
230	725	
231	356	
197	276	
307	364	
273	332	
95	501	
169	371	
575	959	
207	207	
136	580	
248	276	
54	598	
112	323	
149	706	
166	608	
121	251	
158	528	
50	137	
162	591	
73	120	
384	509	
455	898	
370	682	
150	212	
206	316	
461	705	
870	871	
139	325	
340	706	
625	660	
185	519	
148	509	
520	520	
98	524	
63	738	
27	520	
598	833	
331	926	
386	425	
262	284	
392	822	
157	490	
49	161	
103	370	
289	658	
414	491	
0	299	
116	207	
150	417	
7	104	
10	220	
336	659	
232	452	
214	596	
270	682	
324	508	
555	616	
208	349	
426	428	
980	1035	
253	419	
147	266	
385	385	
228	231	
176	266	
252	253	
324	658	
72	331	
401	619	
333	348	
704	784	
280	280	
156	507	
85	459	
33	96	
270	375	
170	203	
371	582	
85	444	
284	343	
158	424	
15	33	
129	678	
422	493	
118	444	
543	543	
471	528	
240	266	
5	428	
80	355	
118	303	
320	402	
427	470	
583	883	
51	354	
363	468	
43	646	
299	528	
799	939	
322	339	
51	147	
22	528	
222	424	
170	271	
43	535	
579	617	
212	390	
231	426	
13	883	
288	350	
307	426	
382	594	
605	761	
41	122	
60	306	
95	203	
61	103	
80	528	
62	384	
120	541	
207	397	
47	52	
140	378	
278	377	
197	359	
179	228	
93	310	
112	129	
718	827	
579	647	
66	590	
13	85	
69	317	
217	458	
93	167	
19	700	
224	442	
331	638	
44	621	
61	329	
335	414	
779	994	
47	266	
69	206	
16	470	
72	638	
74	212	
371	426	
316	377	
192	311	
121	151	
376	468	
267	295	
407	658	
788	899	
220	221	
59	217	
884	884	
245	318	
121	256	
289	604	
253	771	
89	802	
24	671	
222	518	
25	74	
225	290	
909	974	
70	458	
220	483	
148	256	
275	526	
115	207	
131	594	
612	813	
483	659	
301	798	
103	406	
620	636	
34	379	
128	252	
148	247	
152	242	
208	426	
431	768	
15	577	
453	756	
149	267	
447	490	
39	204	
149	380	
668	668	
868	868	
190	328	
119	418	
85	638	
12	644	
87	192	
72	359	
290	290	
254	627	
1006	1006	
20	143	
275	458	
21	690	
24	202	
189	528	
501	750	
270	339	
143	195	
273	541	
7	528	
191	247	
32	324	
51	416	
252	487	
384	577	
42	101	
647	704	
317	317	
82	866	
66	127	
85	193	
156	253	
51	465	
14	199	
52	62	
15	170	
191	324	
289	452	
490	787	
256	523	
41	299	
296	488	
458	501	
14	118	
713	941	
809	814	
5	273	
117	705	
133	364	
122	169	
194	330	
212	299	
255	375	
56	279	
398	832	
95	158	
23	365	
117	370	
278	426	
647	887	
84	365	
268	340	
144	970	
507	622	
244	619	
322	601	
452	536	
233	1042	
127	158	
41	231	
23	51	
211	211	
193	428	
301	301	
288	600	
1004	1004	
296	947	
44	593	
245	496	
121	194	
491	848	
420	476	
645	645	
444	458	
102	298	
68	494	
361	380	
875	1014	
126	188	
236	548	
59	229	
97	426	
974	974	
334	425	
136	890	
102	133	
121	284	
103	212	
73	385	
326	573	
496	776	
206	231	
45	91	
135	217	
138	335	
229	270	
68	140	
346	490	
73	274	
201	293	
520	687	
25	215	
483	655	
10	261	
85	847	
11	36	
101	324	
12	507	
106	490	
229	415	
470	923	
0	275	
988	988	
127	560	
208	406	
23	725	
153	315	
279	847	
194	601	
176	244	
124	282	
0	386	
203	653	
186	437	
261	293	
9	468	
100	275	
119	529	
102	705	
72	308	
56	921	
275	377	
204	305	
21	357	
96	426	
43	245	
149	400	
105	332	
109	364	
199	494	
147	179	
111	226	
419	694	
170	240	
6	394	
190	247	
82	548	
266	303	
307	953	
180	425	
109	509	
513	870	
128	260	
642	642	
156	338	
48	619	
123	161	
284	415	
252	267	
15	25	
700	791	
437	695	
332	435	
138	628	
34	549	
648	825	
42	232	
207	694	
540	895	
66	242	
104	417	
583	827	
485	748	
17	286	
53	488	
75	96	
368	502	
131	274	
95	109	
23	256	
166	185	
222	465	
118	134	
558	655	
652	752	
47	142	
122	205	
32	189	
196	820	
251	291	
217	247	
218	600	
331	331	
494	645	
61	62	
151	188	
142	289	
37	53	
40	231	
277	518	
840	846	
273	359	
184	710	
735	819	
41	195	
956	956	
61	256	
151	386	
226	321	
316	451	
84	103	
175	264	
16	399	
452	643	
71	427	
59	291	
97	212	
25	375	
10	741	
482	934	
121	222	
192	192	
267	286	
508	682	
70	225	
273	385	
148	619	
24	569	
205	582	
206	289	
832	912	
408	408	
233	389	
162	667	
71	713	
182	350	
40	291	
41	526	
44	347	
102	161	
12	185	
31	111	
34	449	
215	386	
325	334	
340	542	
292	921	
59	126	
353	669	
45	191	
120	128	
103	329	
215	371	
236	814	
20	771	
55	490	
275	582	
326	680	
43	418	
25	179	
152	187	
555	766	
573	617	
7	7	
940	940	
341	713	
487	639	
147	384	
220	346	
572	679	
607	862	
205	394	
81	132	
7	148	
599	862	
33	377	
772	772	
20	97	
419	628	
10	27	
85	581	
910	910	
214	299	
21	377	
115	338	
149	436	
302	958	
67	215	
323	353	
52	289	
307	612	
0	140	
39	101	
21	746	
5	149	
169	523	
316	750	
209	378	
213	338	
359	776	
432	551	
52	208	
108	520	
660	919	
422	454	
134	458	
63	496	
85	264	
543	570	
233	541	
143	424	
238	878	
627	717	
114	264	
42	61	
652	950	
104	270	
13	620	
195	601	
17	361	
821	821	
860	861	
130	904	
240	382	
41	355	
4	113	
42	204	
1012	1012	
1036	1036	
118	371	
85	106	
194	259	
359	639	
201	613	
109	148	
56	352	
146	158	
273	912	
353	418	
338	694	
212	355	
142	146	
398	824	
19	453	
166	308	
60	303	
23	405	
95	214	
120	514	
188	468	
409	481	
504	929	
231	278	
51	84	
14	328	
142	317	
160	381	
456	516	
895	895	
40	195	
57	747	
75	874	
166	391	
193	507	
47	384	
303	874	
183	704	
22	198	
169	370	
633	821	
328	429	
71	399	
398	709	
456	738	
515	963	
861	861	
97	240	
25	339	
116	276	
331	546	
631	631	
649	649	
996	996	
13	274	
32	645	
378	523	
254	446	
277	365	
25	508	
116	443	
352	418	
371	382	
192	347	
67	601	
193	694	
542	699	
97	97	
150	324	
98	525	
262	386	
482	684	
139	213	
233	242	
343	365	
127	746	
291	494	
148	365	
382	429	
244	406	
262	285	
957	957	
138	263	
470	592	
292	524	
96	133	
298	577	
25	143	
278	619	
617	805	
11	108	
655	655	
107	519	
128	128	
129	249	
220	318	
292	659	
426	429	
160	529	
214	452	
0	74	
516	898	
152	437	
225	705	
480	514	
101	126	
85	601	
86	770	
416	506	
20	244	
739	756	
538	617	
81	386	
411	561	
691	889	
142	643	
472	513	
163	740	
21	526	
5	137	
223	316	
81	275	
480	864	
651	651	
122	577	
85	443	
359	812	
851	851	
941	941	
164	814	
347	496	
20	458	
475	551	
422	482	
62	69	
118	445	
32	424	
14	232	
35	987	
179	299	
235	627	
75	458	
80	356	
99	448	
133	230	
134	577	
85	157	
394	658	
108	274	
18	38	
143	317	
75	91	
308	380	
317	506	
65	65	
959	959	
268	546	
51	146	
251	378	
291	643	
166	193	
222	425	
23	328	
8	255	
27	141	
47	70	
17	119	
217	303	
37	124	
19	481	
4	139	
244	528	
61	102	
117	270	
118	121	
151	228	
283	468	
446	544	
888	948	
126	596	
179	231	
18	859	
457	457	
115	741	
277	574	
61	215	
62	528	
355	486	
52	526	
507	675	
365	705	
314	565	
520	888	
352	352	
188	222	
61	328	
135	577	
151	458	
11	639	
139	386	
66	766	
212	212	
72	639	
71	627	
92	354	
116	360	
250	498	
36	105	
662	941	
168	289	
6	577	
102	158	
211	389	
103	179	
598	755	
659	921	
16	245	
111	676	
607	611	
21	140	
334	509	
27	535	
447	678	
139	241	
429	471	
1	240	
291	394	
202	595	
276	318	
222	662	
7	62	
101	303	
318	593	
409	859	
220	403	
149	153	
78	113	
152	243	
258	624	
101	176	
324	465	
72	394	
253	469	
309	419	
453	755	
264	636	
135	299	
492	642	
76	449	
459	459	
24	92	
668	669	
314	314	
190	329	
51	645	
290	291	
1006	1007	
147	150	
385	541	
105	480	
158	378	
15	407	
256	494	
189	384	
199	299	
368	749	
20	494	
207	812	
62	97	
9	123	
82	867	
85	192	
138	593	
303	377	
678	863	
41	298	
5	399	
189	354	
27	331	
299	750	
317	429	
191	468	
356	405	
543	899	
222	506	
5	272	
43	741	
298	298	
246	492	
503	503	
360	639	
14	486	
126	662	
41	452	
353	490	
499	768	
647	886	
62	466	
338	638	
687	965	
799	799	
486	526	
14	401	
89	464	
142	330	
113	490	
22	940	
352	558	
688	1020	
14	256	
142	501	
179	195	
59	425	
774	986	
44	707	
26	338	
207	273	
637	860	
139	593	
66	595	
247	528	
13	120	
253	595	
503	650	
73	213	
328	406	
58	611	
40	42	
168	255	
22	142	
187	333	
683	704	
26	197	
64	432	
151	494	
260	535	
266	596	
66	706	
